keyword,gl_account_code
"SQ *MAEVE'S ART SAN FRANCISCO CA",household
"SQ *NORTH PERK","salary : fbreen"
"SQ *SUNN CAFE","salary : fbreen"
"SQ *WOODY'S OUTPOST Manistique M","proj exp : meal"
"SSI@TITANIC PIGEON FOR","dispersement : fb"
"SSI@TITANIC PIGEON FOR","personal : entertainment"
"ST. IGNACE BIG","salary : fbreen"
"St. Marys Catholic School Payrol","payroll : mbreen : stmary"
"STAPLES 00103838 LANSING MI ","equipment : office supplies"
"STAPLES DIRECT 800-3333330 MA","equipment : office supplies"
"STAPLES STORE #","equipment : office supplies"
"STAR LINE MACKINAC ISL SAINT IGN","dispersement : fb"
"STAR LINE MACKINAC ISL SAINT IGN","personal : vacation"
"STARBUCKS STORE 52061","personal : dining"
"State of MI","tax : state"
"State of Mi","tax : state"
"State of MI - Cruz Registration","auto : registration"
"State of Mi UIA","tax : state"
"State of Michigan","auto : registration"
"STAX *CHLOE'S BRIDAL","personal : household"
"SUBSTITUTE CHECK","dispersement : fb"
"SUBSTITUTE CHECK","personal : unknown"
"SUBWAY # 34078 SAULT STE MAR CD ","proj exp : meal"
"SUBWAY 00133280 GREENUP IL","proj exp : meal"
"SUBWAY 00158279 FENNVILLE MI ","proj exp : meal"
"SUBWAY 00166157 MADISON FL ","proj exp : meal"
"SUBWAY 00289603 SAULT SAINTE MI ","proj exp : meal"
"Sundial Resort","salary : fbreen"
"SUNOCO 0236971800 BRIMLEY MI","auto : gas"
"SUNOCO 0417852100 STILESVILLE IN","proj exp : gas"
"SUNOCO 0703910","auto : gas"
"SUNOCO 07039100","auto : gas"
"SUNOCO 0703910000 BRIMLEY MI ","proj exp : gas"
"SUNOCO 0931320600 DE TOUR VILLA ","proj exp : gas"
"SUPER 1 FOODS 627 LAFAYETTE LA ","proj exp : meal"
"SUPER 1 FOODS 629 CARENCRO LA","proj exp : meal"
"Superior Insurance","insurance : gen-prof liab"
"Superior Tnshp - Baird : 11","tax : property"
"Superior Township ","utility : water"
"Superior Township - ","mhb : tax : baird"
SUZANNESOMERSCOM,"dispersement : fb"
SUZANNESOMERSCOM,"personal : household"
"SUZY SHIER 7391","dispersement : fb"
"SUZY SHIER 7391","personal : household"
"SVC CHG INTRNTL TR AN - EFT S/C","bank : fee"
"T J MAXX","salary : fbreen"
"T J MAXX #1322","dispersement : fb"
"T J MAXX #1322","personal : clothing"
"T J MAXX 4500 I-7","dispersement : fb"
"T J MAXX 4500 I-7","personal : clothing"
"T-COON'S LAFAYETTE LA ","proj exp : meal"
"T.J. MAXX #1482","personal : household"
"TA CLAYTON CLAYTON IN","proj exp : meal"
"TAHQUAMENON FALLS BREWERY PARADI",na
"TANGLEWOOD MARSH GOLF","dispersement : fb"
"TANGLEWOOD MARSH GOLF","personal : entertainment"
"TARGET 00011692 HORN LAKE MS","proj exp : meal"
"tax escrow disbursement","mortgage : depot : escrow"
"tax escrow disbursement","mortgage : parnell : escrow"
TBPG,"prof : license"
"Teller Transfer","account : bgm"
"TERMINAL 0002 1234567890 ORKIN  ","mhb : pest control : 711pine"
"TERMINAL 01091461 NNT FOUR SEASO","personal : groceries"
"TERMINAL 08301084 NNT PARKERS HA","mhb : equipment"
"TERMINAL 08301084 NNT PARKERS HA","mhb : maintenance : 711pine"
"TERMINAL 19360005 WM SUPERCENTER","personal : household"
"TERMINAL 23000400 GFS STORE #092","personal : groceries"
"TERMINAL 77827301 SQ *BIRD'S EYE","personal : dining"
"TERRACE BAY HOTEL LLC GLADSTONE ","proj exp : lodging"
"TEXAS ROADHOUSE","proj exp : meal"
"TFR  FRM CHECKING","account : bgm"
"TFR  FRM CHECKING","account : debit"
"TFR  TO  CHECKING","account : bgm"
"TFR  TO  CHECKING","account : debit"
"TFR  TO CHECKING","account : debit"
"THE BUBBLE ROOM","salary : fbreen"
"THE CHOP HOUSE SMOKYS SEVIERVILL","proj exp : meal"
"THE DAILY WIRE","personal : household"
"THE GRAND 16 - LAF LAFAYETTE LA","proj exp : meal"
"The Landmark Inn Marquette MI","proj exp : lodging"
"THE MACHINE SHO","salary : fbreen"
"THE MACHINE SHOP SAULT STE. MA C","dispersement : fb"
"THE MACHINE SHOP SAULT STE. MA C","personal : dining out"
"THE NEAT COMPAN","equipment : software"
"THE STONEHOUSE ESCANABA MI","proj exp : meal"
"THE STORE 96 ESCANABA MI","auto : gas"
"THEDRAKERESTAURANT BURLINGTON IA","proj exp : meal"
"THOSE CATHOLIC MEN INC","dispersement : fb"
"THOSE CATHOLIC MEN INC","personal : subscription"
"TITANIC TENNESSEE ADMI","dispersement : fb"
"TITANIC TENNESSEE ADMI","personal : entertainment"
"TLF COED FLOWER","salary : fbreen"
"TLF*COED FLOWERS AND G","dispersement : fb"
"TLF*COED FLOWERS AND G","personal : household"
"Tony Champion","mhb : maintenance : 905brown"
"TONY CHAMPION PA BILL PAYMT 0514","mhb : maintenance : 905brown"
"TOTAL RELATIONSHIP SERVICE FEE",unknown
"TRACTOR S 4646 75","equipment : field"
"TRACTOR SUPPLY","proj exp : clothes"
"TRACTOR SUPPLY #781 SAULT ST MAR","proj exp : clothes"
"TRACTOR-SUPPLY-CO #0644 SOUTH HA","proj exp : field equipment"
TRANSFER,"account : bgm debit"
"transfer from CSB","account : csb"
"TRANSFER FROM DEPOSIT SYSTEM ACC","mhb : income : rent : 711pine-02"
"Transfer to CSB Account","csb : account"
"TRANSFER TO LOAN 50081 Note 1","mortgage : depot"
"TRANSFER TO LOAN 50083 Note 1 ","mortgage : parnell"
"TRANSFER TO LOAN 50083 Note 3","csb : loan01"
"Transfer to PNC Tax Account","account : tax"
"TRF FROM ACC 5560511","mhb : income : rent : 711pine-02"
"TRF FROM ACC 5560511 - Credit","mhb : income : rent : 711pine-02"
"TRF LOAN ACC  50083 NOTE NO 0000","mortgage : parnell"
"TRF LOAN ACC  52294 NOTE NO 0000","mhb : mortgage : 711pine"
"TRF LOAN ACC  52294 NOTE NO 0000","mortgage : 905brown"
"TRF LOAN ACC  52665 NOTE NO 0000","loan : nissan"
"TRF LOAN ACC  54688 NOTE NO 0000","mortgage : 819helen"
"TRF TO LOAN ACCT 52294 NOTE NO 0","mhb : mortgage : 711pine"
"TRF TO LOAN ACCT 52294 NOTE NO 0","mortgage : 905brown"
"TRF TO LOAN ACCT 54688 NOTE NO 0","mortgage : 819helen"
"TST* GOOD RESTAURANT &","personal : dining"
"TST* JACK'S RESTAURANT RAPID RIV","proj exp : meal"
"TST* WINCHESTER S MACKINAC ISLA ","dispersement : fb"
"TST* WINCHESTER S MACKINAC ISLA ","personal : vacation"
"TX BD of Pro Geo RENEW FEE","prof : license"
"TYME CASH WITHDRAWAL TERMINAL T6","account : cash"
"TYME REGIONAL CASH WITHDRAWAL TE","account : cash"
"U P TIRE","auto : maintenance"
UDEMY,"prof : training"
"UP North Nutrition","salary : fbreen"
"URBAN-OUT 119 EGRA","salary : fbreen"
"US Treasurer - IRS","tax : corporate "
"US Treasury","tax : federal"
"US Treasury","tax : personal"
"USAA CHK-INTRNT TRANSFER","account : usaa"
"USAA CREDIT CARD PAYMENT SAN ANT","account : bgm"
"USAA CREDIT CARD PAYMENT SAN ANT","account : cash"
"USAA MC Payment","credit : usaamc"
"USAA P&C         AUTOPAY","insurance : auto"
"USAA P&C AUTOPAY","insurance : auto"
"USAA P&C EXT","insurance : auto"
"USAA P&C EXT AUTOPAY","insurance : auto"
"USAA.COM PAY EXT LIFE","insurance : life"
"USAA.COM PAY EXT LIFE","insurance : life : fb"
"USAA.COM PAYMNT CREDIT CRD","account : usaamc"
"USAA.COM PAYMNT CREDIT CRD","credit : usaamc"
"VALUE VILLAGE 2042","dispersement : fb"
"VALUE VILLAGE 2042","personal : household"
"Vern Miron","charity : kofc"
w/drawl,"account : bgm"
w/drawl,"account : cash"
w/drawl,"account : personal"
w/drawl,"loan :"
w/drawl,"loan : bgm"
"WACKY WINGS EATERY & B","salary : fbreen"
WAL-MART,"proj exp : field equipment"
"WAL-MART #0534 LAFAYETTE LA","proj exp : meal"
"WAL-MART #0578 SEVIERVILLE TN","proj exp : meal"
"WAL-MART #1294 MARION IN","proj exp : meal"
"WAL-MART #1540 SOUTH HAVEN MI ","proj exp : meal"
"WAL-MART #1936","dispersement : fb"
"WAL-MART #1936","personal : groceries"
"WAL-MART #1936","proj exp : meal"
"WAL-MART #1936 SAULT SAINTE MI","dispersement : fb"
"WAL-MART #1936 SAULT SAINTE MI",household
"WAL-MART #2822 WALKER LA ","proj exp : meal"
"WAL-MART #2866 OKEMOS MI","proj exp : meal"
"WAL-MART #7301 CARENCRO LA","proj exp : meal"
"Wal-Mart Super","salary : fbreen"
"Wal-Mart Super Cen","personal : household"
"Wal-Mart Super Cen","proj exp : dining"
"Wal-Mart Super Center1","proj exp : meal"
"Wal-Mart Super Center1","salary : fbreen"
"WAL-MART SUPERCENTER","proj exp : field equipment"
"WALGREENS #10405","dispersement : fb"
"WALGREENS #10405","personal : household"
"WALGREENS #10405 SAULT S MARIE M","dispersement : fb"
"WALGREENS #10405 SAULT S MARIE M",household
"WALGREENS STOR","dispersement : fb"
"WALGREENS STOR","personal : household"
"WALGREENS STORE","salary : fbreen"
"WALGREENS STORE 21","personal : household"
"Wall St. Journal","salary : fbreen"
"War Memorial","training : fb"
"War Memorial","training : mb"
"WESTWOOD INN & SUITES","nv : lodging"
"WIRE LESS 10.00 FEE/ MITCHEL GOR","mhb : income : rent : 905brown"
"WIRE LESS 10.00 FEE/ MITCHELL GO","mhb : income : rent : 905brown"
"WISE OWL TECHNO","equipment : computer"
"WISE OWL TECHNOLOGIES","equipment : computer"
"WISE OWL TECHNOLOGIES 800-449801","equipment : computer"
"WISE OWL TECHNOLOGIES SAULT SAIN","equipment : computer"
WITHDRAWAL,"account : cash"
Withdrawal,"account : cash"
"WITHDRAWAL ","account : bgm"
"WITHDRAWAL ","account : tax"
"WITHDRAWAL ","fee : bank"
"WITHDRAWAL ","mortgage : parnell"
"WM SUPERC Wal-Mart","personal : household"
"WM SUPERCENTER","dispersement : fb"
"WM SUPERCENTER","personal : household"
"WM SUPERCENTER","proj exp : meal"
"WM SUPERCENTER","salary : fbreen"
"WM SUPERCENTER #1540 SOUTH HAVEN","proj exp : meal"
"WM SUPERCENTER #1936","dispersement : fb"
"WM SUPERCENTER #1936","personal : groceries"
"WM SUPERCENTER #2938 LAFAYETTE L","proj exp : meal"
"WM SUPERCENTER #402 BREAUX BRIDG","proj exp : meal"
"WM SUPERCENTER #7301 CARENCRO LA","proj exp : meal"
"WOODLAKE MARKET KOHLER WI","proj exp : meal"
"WPY*DEANA COWLEY","dispersement : fb"
"WPY*DEANA COWLEY","personal : charity"
WPY*GOFUNDME,"dispersement : fb"
WPY*GOFUNDME,"personal : charity"
"XMIND LTD CENTRAL HK","equipment : software license"
"YOUNKERS #0442","dispersement : fb"
"YOUNKERS #0442","personal : clothing"
"YPS*HOMEAWAY HA-RZ0QLH 866-210-6","dispersement : fb"
"YPS*HOMEAWAY HA-RZ0QLH 866-210-6","personal : vacation"
"ZOOM.US 888-799-9666","bgm : internet : webmeeting"
"ZORBAS GREEK AMERICAN","bgm : proj exp : dining"
"ZORBAS GREEK AMERICAN","dispersement : fb"
"ZORBAS GREEK AMERICAN","personal : dining"
"ZURICH AMERICAN PAYMENTS","account : ar"
